fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,target,pH_normalized,sulfate_to_chloride_ratio,density_deviation
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,12.9,8,0.25,0.784688995215311,0.007600000000000051
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,0.25,0.7373271889400922,0.0014000000000000679
9.5,0.37,0.52,2.0,0.082,6.0,26.0,0.998,3.18,0.51,9.5,5,0.1299999999999999,0.47134935304990755,0.0020000000000000018
8.4,0.665,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5,0.1499999999999999,0.4856115107913669,0.0030000000000000027
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,0.28000000000000025,0.5362182502351834,0.00029999999999996696
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,0.08999999999999986,0.5628517823639775,0.00039999999999995595
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,0.16000000000000014,0.47237076648841364,0.0006000000000000449
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,0.1299999999999999,0.5979760809567618,0.0011999999999999789
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,0.1299999999999999,0.5979760809567618,0.0011999999999999789
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,0.20999999999999996,0.5169172932330828,0.0037000000000000366
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,0.16000000000000014,0.47237076648841364,0.0006000000000000449
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,0.020000000000000018,0.4438149197355996,0.005099999999999993
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,0.20999999999999996,0.5622119815668203,0.0
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,0.16000000000000014,0.5806451612903226,0.0006000000000000449
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,0.050000000000000266,0.5674418604651162,0.0026000000000000467
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,0.04999999999999982,0.7176581680830973,0.0033999999999999586
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,0.06999999999999984,0.6114769520225777,0.0019000000000000128
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,0.1299999999999999,0.576395242451967,0.00039999999999995595
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6,0.1200000000000001,0.596252129471891,0.0030000000000000027
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,9.6,4,0.26000000000000023,0.5327102803738317,0.0019000000000000128
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,0.06999999999999984,0.5740740740740741,0.0012999999999999678
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,0.06999999999999984,0.5740740740740741,0.0012999999999999678
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,0.040000000000000036,0.5818181818181818,0.0033999999999999586
9.9,0.4,0.53,6.7,0.097,6.0,19.0,0.9986,3.27,0.82,11.7,7,0.040000000000000036,0.747493163172288,0.0013999999999999568
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,0.050000000000000266,0.5611775528978841,0.0018000000000000238
8.6,0.725,0.24,6.6,0.117,31.0,134.0,1.0014,3.32,1.07,9.3,5,0.009999999999999787,0.9579230080572964,0.0014000000000000679
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,11.7,6,0.050000000000000266,0.5940594059405941,0.0030000000000000027
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,5,0.1299999999999999,0.4399633363886343,0.0043999999999999595
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,10.4,6,0.06999999999999984,0.6779661016949152,0.00039999999999995595
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,9.9,5,0.31000000000000005,0.6378986866791745,0.0023999999999999577
9.5,0.56,0.33,2.4,0.089,35.0,67.0,0.9972,3.28,0.73,11.8,7,0.03000000000000025,0.6703397612488522,0.0028000000000000247
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0.20999999999999996,0.5288007554296507,0.0048000000000000265
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0.04999999999999982,0.42024832855778416,0.0044999999999999485
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0.16000000000000014,0.8442776735459662,0.0021999999999999797
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,10.9,5,0.04999999999999982,0.42024832855778416,0.0044999999999999485
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7,0.20999999999999996,0.5288007554296507,0.0048000000000000265
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,11.4,6,0.18000000000000016,0.4688995215311005,0.005099999999999993
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,10.6,6,0.050000000000000266,0.519962859795729,0.0011999999999999789
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,9.3,5,0.06999999999999984,0.5607476635514018,0.0021999999999999797
12.8,0.84,0.63,2.4,0.088,13.0,35.0,0.9997,3.1,0.6,10.4,6,0.20999999999999996,0.551470588235294,0.00029999999999996696
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7,0.16000000000000014,0.8442776735459662,0.0021999999999999797
7.8,0.55,0.35,2.2,0.074,21.0,66.0,0.9974,3.25,0.56,9.2,5,0.06000000000000005,0.521415270018622,0.0026000000000000467
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,6,0.31000000000000005,0.6029684601113172,0.0041999999999999815
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0.1499999999999999,0.44912923923006415,0.00039999999999995595
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0.16000000000000014,0.8271375464684014,0.00039999999999995595
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,9.5,5,0.1499999999999999,0.44912923923006415,0.00039999999999995595
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,10.2,6,0.050000000000000266,0.5283018867924528,0.0041999999999999815
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,11.2,6,0.14000000000000012,0.6191369606003753,0.0013999999999999568
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,6,0.16000000000000014,0.8271375464684014,0.00039999999999995595
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,9.3,5,0.22999999999999998,0.5649717514124293,0.0049000000000000155
12.6,0.31,0.72,2.2,0.072,6.0,29.0,0.9987,2.88,0.82,9.8,8,0.43000000000000016,0.7649253731343283,0.0012999999999999678
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,11.3,6,0.25,0.6367041198501873,0.0011999999999999789
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,11.2,7,0.3599999999999999,0.6181818181818182,0.0032000000000000917
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,0.08000000000000007,0.584958217270195,0.0037000000000000366
5.3,0.57,0.01,1.7,0.054,5.0,27.0,0.9934,3.57,0.84,12.5,7,0.2599999999999998,0.7969639468690701,0.00660000000000005
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,10.1,6,0.08000000000000007,0.5189990732159407,0.0013999999999999568
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,10.5,5,0.20999999999999996,0.6753006475485661,0.00039999999999995595
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,5,0.08999999999999986,0.6388642413487133,0.0031999999999999806
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,6,0.10999999999999988,0.5090909090909091,0.0032999999999999696
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0.20999999999999996,0.5570776255707762,0.0006000000000000449
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,10.8,6,0.20999999999999996,0.5570776255707762,0.0006000000000000449
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,9.1,6,0.25,0.7501769285208776,0.0020999999999999908
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,6,0.1299999999999999,0.5811808118081181,0.0031999999999999806
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0.050000000000000266,0.6826568265682657,0.00019999999999997797
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,5,0.18999999999999995,0.5926622765757291,0.0048000000000000265
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,8,0.08999999999999986,0.6353591160220994,0.0011999999999999789
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,10.3,5,0.06000000000000005,0.5296803652968036,0.0013999999999999568
9.2,0.63,0.21,2.7,0.097,29.0,65.0,0.9988,3.28,0.58,9.6,5,0.03000000000000025,0.5287146763901549,0.0011999999999999789
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,7,0.050000000000000266,0.6826568265682657,0.00019999999999997797
11.6,0.58,0.66,2.2,0.074,10.0,47.0,1.0008,3.25,0.57,9.0,3,0.06000000000000005,0.5307262569832402,0.0007999999999999119
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,6,0.040000000000000036,0.5632502308402586,0.0023999999999999577
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,9.3,5,0.050000000000000266,0.5611775528978841,0.0018000000000000238
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,11.8,5,0.1299999999999999,0.5622119815668203,0.0030000000000000027
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,5,0.22999999999999998,0.482695810564663,0.0028000000000000247
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,9.2,6,0.33000000000000007,0.6457564575645756,0.0012999999999999678
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,0.16999999999999993,0.8287795992714025,0.0005999999999999339
10.3,0.5,0.42,2.0,0.069,21.0,51.0,0.9982,3.16,0.72,11.5,6,0.1499999999999999,0.6735266604303087,0.0018000000000000238
8.8,0.46,0.45,2.6,0.065,7.0,18.0,0.9947,3.32,0.79,14.0,6,0.009999999999999787,0.7417840375586855,0.005299999999999971
11.4,0.36,0.69,2.1,0.09,6.0,21.0,1.0,3.17,0.62,9.2,6,0.14000000000000012,0.5688073394495412,0.0
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,5,0.10999999999999988,0.5420560747663551,0.0048000000000000265
13.0,0.32,0.65,2.6,0.093,15.0,47.0,0.9996,3.05,0.61,10.6,5,0.26000000000000023,0.5580969807868252,0.00039999999999995595
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,6,0.10999999999999988,0.6567992599444958,0.0030000000000000027
12.5,0.37,0.55,2.6,0.083,25.0,68.0,0.9995,3.15,0.82,10.4,6,0.16000000000000014,0.7571560480147738,0.0004999999999999449
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,5,0.050000000000000266,0.743879472693032,0.0029000000000000137
10.5,0.28,0.51,1.7,0.08,10.0,24.0,0.9982,3.2,0.89,9.4,6,0.10999999999999988,0.8240740740740741,0.0018000000000000238
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0.16999999999999993,0.5519779208831647,0.0011999999999999789
9.3,0.27,0.41,2.0,0.091,6.0,16.0,0.998,3.28,0.7,9.7,5,0.03000000000000025,0.6416131989000916,0.0020000000000000018
10.4,0.24,0.49,1.8,0.075,6.0,20.0,0.9977,3.18,1.06,11.0,6,0.1299999999999999,0.986046511627907,0.0022999999999999687
9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,5,0.16999999999999993,0.5519779208831647,0.0011999999999999789
9.4,0.685,0.11,2.7,0.077,6.0,31.0,0.9984,3.19,0.7,10.1,6,0.1200000000000001,0.6499535747446611,0.0016000000000000458
10.6,0.28,0.39,15.5,0.069,6.0,23.0,1.0026,3.12,0.66,9.2,5,0.18999999999999995,0.617399438727783,0.0025999999999999357
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,8,0.16000000000000014,0.8518518518518519,0.0036000000000000476
10.6,0.36,0.59,2.2,0.152,6.0,18.0,0.9986,3.04,1.05,9.4,5,0.27,0.9114583333333335,0.0013999999999999568
10.6,0.36,0.6,2.2,0.152,7.0,18.0,0.9986,3.04,1.06,9.4,5,0.27,0.920138888888889,0.0013999999999999568
10.6,0.44,0.68,4.1,0.114,6.0,24.0,0.997,3.06,0.66,13.4,6,0.25,0.59245960502693,0.0030000000000000027
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0.14000000000000012,0.44592030360531304,0.0023999999999999577
10.2,0.67,0.39,1.9,0.054,6.0,17.0,0.9976,3.17,0.47,10.0,5,0.14000000000000012,0.44592030360531304,0.0023999999999999577
10.2,0.645,0.36,1.8,0.053,5.0,14.0,0.9982,3.17,0.42,10.0,6,0.14000000000000012,0.39886039886039887,0.0018000000000000238
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,7,0.009999999999999787,0.8510638297872342,0.00019999999999997797
9.3,0.39,0.4,2.6,0.073,10.0,26.0,0.9984,3.34,0.75,10.2,6,0.029999999999999805,0.6989748369058714,0.0016000000000000458
9.3,0.775,0.27,2.8,0.078,24.0,56.0,0.9984,3.31,0.67,10.6,6,0.0,0.62152133580705,0.0016000000000000458
9.2,0.41,0.5,2.5,0.055,12.0,25.0,0.9952,3.34,0.79,13.3,7,0.029999999999999805,0.7488151658767773,0.0048000000000000265
8.9,0.4,0.51,2.6,0.052,13.0,27.0,0.995,3.32,0.9,13.4,7,0.009999999999999787,0.8555133079847909,0.0050000000000000044
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0.16999999999999993,0.6813996316758747,0.00019999999999997797
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,6,0.1299999999999999,0.5233111322549954,0.0048000000000000265
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,0.16000000000000014,0.6074766355140186,0.0028000000000000247
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0.1200000000000001,0.601295097132285,0.0016000000000000458
7.2,0.34,0.32,2.5,0.09,43.0,113.0,0.9966,3.32,0.79,11.1,5,0.009999999999999787,0.7247706422018348,0.0033999999999999586
10.7,0.35,0.53,2.6,0.07,5.0,16.0,0.9972,3.15,0.65,11.0,8,0.16000000000000014,0.6074766355140186,0.0028000000000000247
8.7,0.69,0.31,3.0,0.086,23.0,81.0,1.0002,3.48,0.74,11.6,6,0.16999999999999993,0.6813996316758747,0.00019999999999997797
7.8,0.52,0.25,1.9,0.081,14.0,38.0,0.9984,3.43,0.65,9.0,6,0.1200000000000001,0.601295097132285,0.0016000000000000458
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0.14000000000000012,0.7914338919925511,0.0010000000000000009
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7,0.14000000000000012,0.7914338919925511,0.0010000000000000009
10.5,0.26,0.47,1.9,0.078,6.0,24.0,0.9976,3.18,1.04,10.9,7,0.1299999999999999,0.9647495361781075,0.0023999999999999577
10.5,0.24,0.42,1.8,0.077,6.0,22.0,0.9976,3.21,1.05,10.8,7,0.10000000000000009,0.9749303621169917,0.0023999999999999577
10.2,0.49,0.63,2.9,0.072,10.0,26.0,0.9968,3.16,0.78,12.5,7,0.1499999999999999,0.7276119402985074,0.0031999999999999806
10.4,0.24,0.46,1.8,0.075,6.0,21.0,0.9976,3.25,1.02,10.8,7,0.06000000000000005,0.9488372093023256,0.0023999999999999577
11.2,0.67,0.55,2.3,0.084,6.0,13.0,1.0,3.17,0.71,9.5,6,0.14000000000000012,0.654981549815498,0.0
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0.1299999999999999,0.5779816513761468,0.0006000000000000449
13.3,0.29,0.75,2.8,0.084,23.0,43.0,0.9986,3.04,0.68,11.4,7,0.27,0.6273062730627307,0.0013999999999999568
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,5,0.29000000000000004,0.5684995340167754,0.0021999999999999797
10.0,0.59,0.31,2.2,0.09,26.0,62.0,0.9994,3.18,0.63,10.2,6,0.1299999999999999,0.5779816513761468,0.0006000000000000449
10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,0.28000000000000025,0.7200000000000001,0.0020000000000000018
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0.2200000000000002,0.5962059620596206,0.0027000000000000357
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7,0.2200000000000002,0.5962059620596206,0.0027000000000000357
8.5,0.655,0.49,6.1,0.122,34.0,151.0,1.001,3.31,1.14,9.3,5,0.0,1.0160427807486632,0.0009999999999998899
12.5,0.6,0.49,4.3,0.1,5.0,14.0,1.001,3.25,0.74,11.9,6,0.06000000000000005,0.6727272727272726,0.0009999999999998899
10.4,0.61,0.49,2.1,0.2,5.0,16.0,0.9994,3.16,0.63,8.4,3,0.1499999999999999,0.525,0.0006000000000000449
10.9,0.21,0.49,2.8,0.088,11.0,32.0,0.9972,3.22,0.68,11.7,6,0.08999999999999986,0.625,0.0028000000000000247
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0.04999999999999982,0.7169117647058824,0.0033999999999999586
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,6,0.10999999999999988,0.8272058823529411,0.0018000000000000238
7.6,0.41,0.49,2.0,0.088,16.0,43.0,0.998,3.48,0.64,9.1,5,0.16999999999999993,0.5882352941176471,0.0020000000000000018
8.2,0.39,0.49,2.3,0.099,47.0,133.0,0.9979,3.38,0.99,9.8,5,0.06999999999999984,0.9008189262966333,0.0020999999999999908
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,5,0.08999999999999986,0.5069124423963134,0.0021999999999999797
9.2,0.43,0.49,2.4,0.086,23.0,116.0,0.9976,3.23,0.64,9.5,5,0.08000000000000007,0.5893186003683241,0.0023999999999999577
10.4,0.64,0.24,2.8,0.105,29.0,53.0,0.9998,3.24,0.67,9.9,5,0.06999999999999984,0.6063348416289593,0.00019999999999997797
7.3,0.365,0.49,2.5,0.088,39.0,106.0,0.9966,3.36,0.78,11.0,5,0.04999999999999982,0.7169117647058824,0.0033999999999999586
7.0,0.38,0.49,2.5,0.097,33.0,85.0,0.9962,3.39,0.77,11.4,6,0.08000000000000007,0.7019143117593437,0.0038000000000000256
8.2,0.42,0.49,2.6,0.084,32.0,55.0,0.9988,3.34,0.75,8.7,6,0.029999999999999805,0.6918819188191881,0.0011999999999999789
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,0.2200000000000002,0.5292479108635098,0.0026000000000000467
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,0.10000000000000009,0.8070500927643784,0.0010000000000000009
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0.1499999999999999,0.5555555555555555,0.00039999999999995595
11.9,0.38,0.49,2.7,0.098,12.0,42.0,1.0004,3.16,0.61,10.3,5,0.1499999999999999,0.5555555555555555,0.00039999999999995595
10.3,0.27,0.24,2.1,0.072,15.0,33.0,0.9956,3.22,0.66,12.8,6,0.08999999999999986,0.6156716417910447,0.0043999999999999595
10.0,0.48,0.24,2.7,0.102,13.0,32.0,1.0,3.28,0.56,10.0,6,0.03000000000000025,0.5081669691470054,0.0
9.1,0.22,0.24,2.1,0.078,1.0,28.0,0.999,3.41,0.87,10.3,6,0.10000000000000009,0.8070500927643784,0.0010000000000000009
9.9,0.63,0.24,2.4,0.077,6.0,33.0,0.9974,3.09,0.57,9.4,5,0.2200000000000002,0.5292479108635098,0.0026000000000000467
8.1,0.825,0.24,2.1,0.084,5.0,13.0,0.9972,3.37,0.77,10.7,6,0.06000000000000005,0.7103321033210331,0.0028000000000000247
12.9,0.35,0.49,5.8,0.066,5.0,35.0,1.0014,3.2,0.66,12.0,7,0.10999999999999988,0.6191369606003753,0.0014000000000000679
11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,0.08999999999999986,0.5636363636363636,0.00039999999999995595
9.2,0.59,0.24,3.3,0.101,20.0,47.0,0.9988,3.26,0.67,9.6,5,0.050000000000000266,0.6085376930063578,0.0011999999999999789
9.5,0.46,0.49,6.3,0.064,5.0,17.0,0.9988,3.21,0.73,11.0,6,0.10000000000000009,0.6860902255639098,0.0011999999999999789
9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,0.18999999999999995,0.5514018691588785,0.0033999999999999586
11.2,0.66,0.24,2.5,0.085,16.0,53.0,0.9993,3.06,0.72,11.0,6,0.25,0.663594470046083,0.0007000000000000339
14.3,0.31,0.74,1.8,0.075,6.0,15.0,1.0008,2.86,0.79,8.4,6,0.4500000000000002,0.7348837209302326,0.0007999999999999119
9.1,0.47,0.49,2.6,0.094,38.0,106.0,0.9982,3.08,0.59,9.1,5,0.22999999999999998,0.5393053016453382,0.0018000000000000238
7.5,0.55,0.24,2.0,0.078,10.0,28.0,0.9983,3.45,0.78,9.5,6,0.14000000000000012,0.7235621521335807,0.0017000000000000348
10.6,0.31,0.49,2.5,0.067,6.0,21.0,0.9987,3.26,0.86,10.7,6,0.050000000000000266,0.8059981255857545,0.0012999999999999678
12.4,0.35,0.49,2.6,0.079,27.0,69.0,0.9994,3.12,0.75,10.4,6,0.18999999999999995,0.6950880444856349,0.0006000000000000449
9.0,0.53,0.49,1.9,0.171,6.0,25.0,0.9975,3.27,0.61,9.4,6,0.040000000000000036,0.5209222886421861,0.0024999999999999467
6.8,0.51,0.01,2.1,0.074,9.0,25.0,0.9958,3.33,0.56,9.5,6,0.020000000000000018,0.521415270018622,0.0041999999999999815
9.4,0.43,0.24,2.8,0.092,14.0,45.0,0.998,3.19,0.73,10.0,6,0.1200000000000001,0.6684981684981685,0.0020000000000000018
9.5,0.46,0.24,2.7,0.092,14.0,44.0,0.998,3.12,0.74,10.0,6,0.18999999999999995,0.6776556776556776,0.0020000000000000018
5.0,1.04,0.24,1.6,0.05,32.0,96.0,0.9934,3.74,0.62,11.5,5,0.43000000000000016,0.5904761904761905,0.00660000000000005
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.3900000000000001,0.6757990867579908,0.003149999999999986
15.5,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.3900000000000001,0.6757990867579908,0.003149999999999986
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,0.2400000000000002,0.5008944543828265,0.00019999999999997797
15.6,0.645,0.49,4.2,0.095,10.0,23.0,1.00315,2.92,0.74,11.1,5,0.3900000000000001,0.6757990867579908,0.003149999999999986
10.9,0.53,0.49,4.6,0.118,10.0,17.0,1.0002,3.07,0.56,11.7,6,0.2400000000000002,0.5008944543828265,0.00019999999999997797
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,0.010000000000000231,0.6267281105990784,0.0020999999999999908
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,0.16999999999999993,0.5302325581395348,0.0006000000000000449
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,5,0.08000000000000007,0.5380333951762523,0.0021999999999999797
9.0,0.54,0.49,2.9,0.094,41.0,110.0,0.9982,3.08,0.61,9.2,5,0.22999999999999998,0.5575868372943327,0.0018000000000000238
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,6,0.0,0.5586080586080585,0.0029000000000000137
13.0,0.47,0.49,4.3,0.085,6.0,47.0,1.0021,3.3,0.68,12.7,6,0.010000000000000231,0.6267281105990784,0.0020999999999999908
12.7,0.6,0.49,2.8,0.075,5.0,19.0,0.9994,3.14,0.57,11.4,5,0.16999999999999993,0.5302325581395348,0.0006000000000000449
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,0.009999999999999787,0.4893964110929853,0.0009000000000000119
8.7,0.7,0.24,2.5,0.226,5.0,15.0,0.9991,3.32,0.6,9.0,6,0.009999999999999787,0.4893964110929853,0.0009000000000000119
9.8,0.5,0.49,2.6,0.25,5.0,20.0,0.999,3.31,0.79,10.7,6,0.0,0.632,0.0010000000000000009
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,0.2599999999999998,0.5205479452054794,0.00539999999999996
11.5,0.35,0.49,3.3,0.07,10.0,37.0,1.0003,3.32,0.91,11.0,6,0.009999999999999787,0.8504672897196262,0.00029999999999996696
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6,0.2599999999999998,0.5205479452054794,0.00539999999999996
10.2,0.24,0.49,2.4,0.075,10.0,28.0,0.9978,3.14,0.61,10.4,5,0.16999999999999993,0.5674418604651162,0.0021999999999999797
10.5,0.59,0.49,2.1,0.07,14.0,47.0,0.9991,3.3,0.56,9.6,4,0.010000000000000231,0.5233644859813085,0.0009000000000000119
10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6,0.1200000000000001,0.6493506493506492,0.0008000000000000229
12.3,0.27,0.49,3.1,0.079,28.0,46.0,0.9993,3.2,0.8,10.2,6,0.10999999999999988,0.7414272474513439,0.0007000000000000339
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,4,0.029999999999999805,0.471441523118767,0.0021999999999999797
