fixed acidity,volatile acidity,sulphates,alcohol,target,sulfate_to_chloride_ratio
10.9,0.21,0.68,11.7,6,0.625
7.3,0.365,0.78,11.0,5,0.7169117647058824
9.8,0.25,0.9,10.0,6,0.8272058823529411
7.6,0.41,0.64,9.1,5,0.5882352941176471
8.2,0.39,0.99,9.8,5,0.9008189262966333
9.3,0.4,0.55,9.4,5,0.5069124423963134
9.2,0.43,0.64,9.5,5,0.5893186003683241
10.4,0.64,0.67,9.9,5,0.6063348416289593
7.3,0.365,0.78,11.0,5,0.7169117647058824
7.0,0.38,0.77,11.4,6,0.7019143117593437
8.2,0.42,0.75,8.7,6,0.6918819188191881
9.9,0.63,0.57,9.4,5,0.5292479108635098
9.1,0.22,0.87,10.3,6,0.8070500927643784
11.9,0.38,0.61,10.3,5,0.5555555555555555
11.9,0.38,0.61,10.3,5,0.5555555555555555
10.3,0.27,0.66,12.8,6,0.6156716417910447
10.0,0.48,0.56,10.0,6,0.5081669691470054
9.1,0.22,0.87,10.3,6,0.8070500927643784
9.9,0.63,0.57,9.4,5,0.5292479108635098
8.1,0.825,0.77,10.7,6,0.7103321033210331
12.9,0.35,0.66,12.0,7,0.6191369606003753
11.2,0.5,0.62,11.2,5,0.5636363636363636
9.2,0.59,0.67,9.6,5,0.6085376930063578
9.5,0.46,0.73,11.0,6,0.6860902255639098
9.3,0.715,0.59,9.9,5,0.5514018691588785
11.2,0.66,0.72,11.0,6,0.663594470046083
14.3,0.31,0.79,8.4,6,0.7348837209302326
9.1,0.47,0.59,9.1,5,0.5393053016453382
7.5,0.55,0.78,9.5,6,0.7235621521335807
10.6,0.31,0.86,10.7,6,0.8059981255857545
12.4,0.35,0.75,10.4,6,0.6950880444856349
9.0,0.53,0.61,9.4,6,0.5209222886421861
6.8,0.51,0.56,9.5,6,0.521415270018622
9.4,0.43,0.73,10.0,6,0.6684981684981685
9.5,0.46,0.74,10.0,6,0.6776556776556776
5.0,1.04,0.62,11.5,5,0.5904761904761905
15.5,0.645,0.74,11.1,5,0.6757990867579908
15.5,0.645,0.74,11.1,5,0.6757990867579908
10.9,0.53,0.56,11.7,6,0.5008944543828265
15.6,0.645,0.74,11.1,5,0.6757990867579908
10.9,0.53,0.56,11.7,6,0.5008944543828265
13.0,0.47,0.68,12.7,6,0.6267281105990784
12.7,0.6,0.57,11.4,5,0.5302325581395348
9.0,0.44,0.58,9.2,5,0.5380333951762523
9.0,0.54,0.61,9.2,5,0.5575868372943327
7.6,0.29,0.61,10.1,6,0.5586080586080585
13.0,0.47,0.68,12.7,6,0.6267281105990784
12.7,0.6,0.57,11.4,5,0.5302325581395348
8.7,0.7,0.6,9.0,6,0.4893964110929853
8.7,0.7,0.6,9.0,6,0.4893964110929853
9.8,0.5,0.79,10.7,6,0.632
6.2,0.36,0.57,11.7,6,0.5205479452054794
11.5,0.35,0.91,11.0,6,0.8504672897196262
6.2,0.36,0.57,11.7,6,0.5205479452054794
10.2,0.24,0.61,10.4,5,0.5674418604651162
10.5,0.59,0.56,9.6,4,0.5233644859813085
10.6,0.34,0.7,10.0,6,0.6493506493506492
12.3,0.27,0.8,10.2,6,0.7414272474513439
9.9,0.5,0.52,10.0,4,0.471441523118767
8.8,0.44,0.6,9.5,5,0.554016620498615
8.8,0.47,0.6,9.8,5,0.5529953917050692
10.6,0.31,0.51,9.8,6,0.47977422389463786
12.3,0.5,0.44,9.6,5,0.40404040404040403
12.3,0.5,0.44,9.6,5,0.40404040404040403
11.7,0.49,0.43,9.2,5,0.39704524469067404
12.0,0.28,0.66,9.9,7,0.6145251396648045
11.8,0.33,0.76,10.7,7,0.6953339432753889
7.6,0.51,0.66,9.6,6,0.6049495875343722
11.1,0.31,1.02,10.6,7,0.9323583180987203
7.3,0.73,0.59,9.3,5,0.5324909747292418
5.0,0.42,0.74,14.0,8,0.6981132075471698
10.2,0.29,0.74,10.5,7,0.6987724268177526
9.0,0.45,0.57,9.7,5,0.5258302583025829
6.6,0.39,0.5,11.5,6,0.4672897196261682
9.0,0.45,0.57,9.7,5,0.5258302583025829
9.9,0.49,0.58,9.0,5,0.5301645338208408
7.9,0.72,0.53,9.5,5,0.4835766423357664
8.9,0.595,0.57,9.3,5,0.5248618784530386
12.4,0.4,0.6,9.3,6,0.56657223796034
11.9,0.58,0.63,10.0,6,0.5882352941176471
8.5,0.585,0.48,9.8,6,0.44526901669758806
12.7,0.59,0.7,9.3,6,0.6469500924214416
8.2,0.915,0.47,10.0,4,0.431985294117647
13.2,0.46,0.56,9.0,6,0.5228758169934641
7.7,0.835,0.52,9.3,5,0.48103607770582796
13.2,0.46,0.56,9.0,6,0.5228758169934641
8.3,0.58,0.62,9.1,6,0.5656934306569342
8.3,0.6,0.59,9.2,6,0.543778801843318
9.4,0.41,0.79,12.2,7,0.7369402985074627
8.8,0.48,0.53,10.5,6,0.48534798534798534
10.1,0.65,0.64,10.4,6,0.5765765765765766
6.3,0.36,0.52,12.7,6,0.4837209302325582
8.8,0.24,0.54,9.2,5,0.49861495844875353
13.2,0.38,0.54,9.4,5,0.4995374653098983
7.5,0.64,0.6,10.0,6,0.5571030640668524
8.2,0.39,0.74,9.8,5,0.6994328922495273
9.2,0.755,1.36,10.2,6,1.1846689895470386
9.6,0.6,0.57,9.7,5,0.5282669138090824
9.6,0.6,0.57,9.7,5,0.5282669138090824
11.5,0.31,0.93,9.8,6,0.8619091751621872
11.4,0.46,0.7,10.2,5,0.6238859180035651
11.3,0.37,0.8,9.3,5,0.7352941176470588
8.3,0.54,0.61,9.4,5,0.5669144981412639
8.2,0.56,0.62,9.4,5,0.5751391465677179
10.0,0.58,0.55,9.5,5,0.5092592592592593
7.9,0.51,0.96,12.1,6,0.8913649025069638
6.8,0.69,0.72,10.2,5,0.6405693950177935
6.8,0.69,0.72,10.2,5,0.6405693950177935
8.8,0.6,0.49,9.1,5,0.4462659380692167
8.8,0.6,0.49,9.1,5,0.4462659380692167
8.7,0.54,0.6,9.3,6,0.5469462169553327
7.6,0.685,0.61,9.3,5,0.549054905490549
8.7,0.54,0.6,9.3,6,0.5469462169553327
10.4,0.28,0.63,9.5,5,0.5701357466063348
7.6,0.41,0.57,10.5,6,0.5243790248390064
10.1,0.935,0.64,11.3,4,0.579185520361991
7.9,0.35,0.58,9.5,5,0.5405405405405406
8.7,0.84,0.55,9.7,5,0.5164319248826291
9.6,0.88,0.53,9.4,5,0.4880294659300184
9.5,0.885,0.53,9.4,5,0.488929889298893
7.7,0.915,0.65,10.2,7,0.5686789151356081
8.9,0.29,1.36,10.3,6,1.2746016869728212
9.9,0.54,0.62,9.4,5,0.5788982259570495
9.5,0.59,0.63,9.5,5,0.5882352941176471
9.9,0.54,0.62,9.4,5,0.5788982259570495
9.5,0.59,0.63,9.5,5,0.5882352941176471
9.9,0.54,0.62,9.4,5,0.5788982259570495
7.8,0.64,0.69,10.1,7,0.6188340807174888
7.3,0.67,0.63,10.1,5,0.5691056910569106
8.3,0.845,0.58,11.0,4,0.5420560747663551
8.7,0.48,0.67,11.2,7,0.6285178236397748
6.7,0.42,0.57,11.3,6,0.5337078651685393
10.7,0.43,0.5,9.6,5,0.4520795660036166
9.8,0.88,0.67,11.2,5,0.6068840579710145
15.9,0.36,0.84,14.9,5,0.7664233576642335
9.4,0.33,0.54,12.0,6,0.5004633920296572
8.6,0.47,0.46,9.5,5,0.42830540037243947
9.7,0.55,0.61,9.4,5,0.5611775528978841
10.7,0.43,0.5,9.6,5,0.4520795660036166
12.0,0.5,0.68,10.5,7,0.6337371854613235
7.2,0.52,0.81,9.6,6,0.7541899441340782
7.1,0.84,0.57,11.0,4,0.5200729927007298
7.2,0.52,0.81,9.6,6,0.7541899441340782
7.5,0.42,0.64,9.0,5,0.5925925925925926
7.2,0.57,0.7,9.6,6,0.6505576208178437
10.1,0.28,0.79,10.2,6,0.7523809523809524
12.1,0.4,0.66,10.2,5,0.6043956043956044
9.4,0.59,0.56,9.7,5,0.5166051660516605
8.3,0.49,0.6,9.5,6,0.4909983633387889
11.3,0.34,0.66,9.2,6,0.609981515711645
10.0,0.73,0.57,11.0,5,0.5382436260623229
11.3,0.34,0.66,9.2,6,0.609981515711645
6.9,0.4,0.58,10.0,5,0.5355493998153278
8.2,0.73,0.52,9.5,5,0.48417132216014896
9.8,1.24,0.53,9.5,5,0.49119555143651533
8.2,0.73,0.52,9.5,5,0.48417132216014896
10.8,0.4,0.67,9.3,6,0.6180811808118081
9.3,0.41,0.65,10.2,5,0.6109022556390977
10.8,0.4,0.67,9.3,6,0.6180811808118081
8.6,0.8,0.48,9.9,5,0.4428044280442804
8.3,0.78,0.53,10.0,5,0.49028677150786315
10.8,0.26,0.54,9.6,5,0.5094339622641509
13.3,0.43,0.49,9.0,5,0.4579439252336448
8.0,0.45,0.49,10.2,6,0.4478976234003656
8.5,0.46,0.54,9.8,5,0.5009276437847866
8.1,0.78,0.56,11.3,5,0.5288007554296507
9.8,0.98,0.48,9.4,5,0.44526901669758806
8.1,0.78,0.56,11.3,5,0.5288007554296507
7.1,0.65,0.6,9.1,5,0.5607476635514018
9.1,0.64,0.59,9.7,5,0.5388127853881278
7.7,0.66,0.47,9.4,5,0.4523580365736285
8.1,0.38,1.05,9.4,5,0.9075194468452895
7.4,1.185,0.54,10.7,3,0.4922515952597995
9.2,0.92,0.54,9.8,5,0.49678012879484823
8.6,0.49,1.17,9.0,5,0.8227848101265822
9.0,0.48,0.62,9.4,5,0.5719557195571955
9.0,0.47,0.61,9.4,5,0.562730627306273
5.1,0.47,0.62,12.8,6,0.5996131528046421
7.0,0.65,0.67,9.5,6,0.6285178236397748
7.0,0.65,0.67,9.5,6,0.6285178236397748
9.4,0.615,0.53,9.7,5,0.4875804967801288
11.8,0.38,0.62,10.8,6,0.5788982259570495
10.6,1.02,0.57,10.1,6,0.5297397769516727
7.0,0.65,0.67,9.5,6,0.6285178236397748
7.0,0.64,0.67,9.4,6,0.6279287722586693
7.5,0.38,0.7,9.6,4,0.65237651444548
9.1,0.765,0.54,9.7,4,0.5009276437847866
8.4,1.035,0.49,9.9,5,0.456663560111836
7.0,0.78,0.47,10.0,5,0.43000914913083255
7.4,0.49,0.51,10.5,5,0.4735376044568245
7.8,0.545,0.61,11.6,6,0.5711610486891385
9.7,0.31,0.66,10.0,6,0.6214689265536724
10.6,1.025,0.57,10.1,5,0.5277777777777777
8.9,0.565,0.61,9.5,5,0.5580969807868252
8.7,0.69,0.45,9.4,5,0.4151291512915129
8.0,0.43,0.46,9.4,5,0.4279069767441861
9.9,0.74,0.51,9.8,5,0.47309833024118736
7.2,0.49,0.48,9.2,6,0.4490177736202058
8.0,0.43,0.46,9.4,5,0.4279069767441861
7.6,0.46,0.57,10.0,5,0.5282669138090824
8.4,0.56,0.44,9.6,5,0.4066543438077634
7.1,0.66,0.54,9.5,5,0.4972375690607735
8.4,0.56,0.44,9.6,5,0.4066543438077634
8.9,0.48,0.53,9.2,5,0.4844606946983547
7.6,0.42,0.59,10.0,5,0.544280442804428
7.1,0.31,1.62,9.5,5,1.5384615384615385
7.5,1.115,0.6,11.2,4,0.5524861878453038
9.0,0.66,0.55,10.4,5,0.5106778087279481
8.1,0.72,0.72,11.1,6,0.6642066420664205
6.4,0.57,0.68,9.5,5,0.6373008434864106
6.4,0.57,0.68,9.5,5,0.6373008434864106
6.4,0.865,0.49,12.7,6,0.4575163398692811
9.5,0.55,0.67,9.6,5,0.48305695746214855
8.9,0.875,0.52,11.5,5,0.4779411764705882
7.3,0.835,0.47,9.6,5,0.4304029304029304
7.0,0.45,0.6,9.5,5,0.55452865064695
7.7,0.56,0.62,9.3,5,0.5767441860465117
7.7,0.965,0.5,9.5,5,0.44964028776978415
7.7,0.965,0.5,9.5,5,0.44964028776978415
8.2,0.59,0.65,9.3,6,0.5946935041171089
9.0,0.46,0.56,9.2,5,0.5128205128205129
9.0,0.69,0.6,9.3,5,0.551470588235294
8.3,0.76,0.68,11.5,6,0.6325581395348838
9.2,0.53,0.57,9.5,5,0.5287569573283858
6.5,0.615,0.65,9.2,5,0.6103286384976526
11.6,0.41,0.53,10.0,5,0.4835766423357664
11.1,0.39,0.51,9.5,5,0.4657534246575343
7.3,0.51,0.73,9.5,6,0.6822429906542056
8.2,0.34,0.47,9.0,6,0.4351851851851851
8.6,0.33,0.48,9.4,5,0.44321329639889195
7.2,0.5,0.72,9.6,6,0.6722689075630253
7.3,0.51,0.73,9.5,6,0.6822429906542056
8.3,0.65,0.55,9.5,5,0.5050505050505051
8.3,0.65,0.55,9.5,5,0.5050505050505051
7.6,0.54,0.61,9.4,5,0.5560619872379216
8.3,0.65,0.55,9.5,5,0.5050505050505051
7.8,0.48,1.06,9.1,6,0.7491166077738516
7.8,0.91,0.43,10.7,6,0.4064272211720227
6.3,0.98,0.46,11.2,6,0.43519394512772
8.1,0.87,0.5,9.8,5,0.46125461254612543
8.1,0.87,0.5,9.8,5,0.46125461254612543
8.8,0.42,0.52,9.2,5,0.47619047619047616
9.0,0.58,0.57,9.7,5,0.5302325581395348
9.3,0.655,0.42,9.6,5,0.38321167883211676
8.8,0.7,0.53,10.0,6,0.4957904583723106
9.3,0.655,0.42,9.6,5,0.38321167883211676
9.1,0.68,0.55,9.5,6,0.5032021957913999
9.2,0.67,0.54,9.5,6,0.4949587534372136
8.8,0.59,0.54,9.4,5,0.4958677685950414
7.5,0.6,0.62,9.5,5,0.5621033544877606
7.1,0.59,0.53,9.7,6,0.4898336414048059
7.9,0.72,0.54,9.6,5,0.5018587360594795
7.1,0.59,0.53,9.7,6,0.4898336414048059
9.4,0.685,0.55,9.4,5,0.5083179297597042
9.5,0.57,0.55,9.4,5,0.5083179297597042
7.9,0.4,0.92,9.5,6,0.7951598962834918
7.9,0.4,0.91,9.5,6,0.7865168539325843
7.2,1.0,0.46,10.0,5,0.4174228675136116
6.9,0.765,0.6,10.3,6,0.48270313757039424
6.9,0.635,0.59,10.3,6,0.475423045930701
8.3,0.43,0.61,10.5,5,0.5653382761816497
7.1,0.52,0.6,9.8,5,0.5576208178438661
7.0,0.57,0.6,9.4,6,0.5042016806722689
6.5,0.46,0.65,9.8,5,0.5834829443447037
9.0,0.82,0.53,10.0,5,0.49028677150786315
6.5,0.46,0.65,9.8,5,0.5834829443447037
7.1,0.59,0.59,9.8,5,0.5478180129990715
9.9,0.35,0.5,9.5,5,0.46168051708217916
9.9,0.35,0.5,9.5,5,0.46168051708217916
10.0,0.56,0.56,10.1,6,0.5189990732159407
10.0,0.56,0.56,10.1,6,0.5189990732159407
8.6,0.63,0.52,9.3,5,0.4731574158325751
7.4,0.37,0.68,9.7,6,0.6284658040665434
8.8,0.64,0.54,9.6,5,0.4981549815498155
7.1,0.61,0.6,9.7,6,0.5550416281221091
7.7,0.6,0.56,10.8,5,0.5308056872037915
10.1,0.27,0.53,12.5,6,0.4976525821596245
10.8,0.89,1.18,10.2,5,1.0424028268551235
8.7,0.46,0.74,9.6,5,0.6571936056838367
9.3,0.37,0.81,10.8,7,0.7803468208092486
9.4,0.5,0.52,10.7,6,0.4805914972273567
9.4,0.5,0.52,10.7,6,0.4805914972273567
7.2,0.61,0.51,9.4,5,0.47134935304990755
8.6,0.55,0.44,10.0,5,0.4119850187265917
5.1,0.585,0.94,12.9,7,0.900383141762452
7.7,0.56,0.66,9.6,6,0.59245960502693
8.4,0.52,0.57,9.9,6,0.5258302583025829
8.2,0.28,0.7,12.8,7,0.6653992395437262
8.4,0.25,0.71,12.5,7,0.6820365033621518
8.2,0.28,0.7,12.8,7,0.6653992395437262
7.4,0.53,0.86,9.2,5,0.7381974248927038
7.6,0.48,0.55,10.3,6,0.5140186915887851
7.3,0.49,0.47,10.5,5,0.44007490636704116
12.9,0.5,0.68,10.9,6,0.6343283582089553
10.8,0.45,0.71,10.8,5,0.646041856232939
6.9,0.39,0.58,11.4,4,0.5263157894736842
12.6,0.41,0.76,11.3,6,0.6890299184043518
10.8,0.45,0.71,10.8,5,0.646041856232939
9.8,0.51,0.58,10.5,6,0.5365402405180388
10.8,0.29,0.73,11.9,6,0.6734317343173432
7.1,0.715,0.45,9.4,5,0.42016806722689076
9.1,0.66,0.54,9.6,5,0.4922515952597995
7.0,0.685,0.6,9.7,5,0.545950864422202
4.9,0.42,0.74,14.0,7,0.7061068702290076
6.7,0.54,0.64,9.8,5,0.5947955390334573
6.7,0.54,0.64,9.8,5,0.5947955390334573
7.1,0.48,0.53,10.3,5,0.49625468164794007
7.1,0.46,0.49,10.7,5,0.4553903345724907
7.5,0.27,0.64,11.0,7,0.6095238095238095
7.1,0.46,0.49,10.7,5,0.4553903345724907
7.8,0.57,0.74,12.7,8,0.6948356807511737
5.9,0.61,0.77,11.1,6,0.7189542483660131
7.5,0.685,0.55,10.9,4,0.5198487712665406
5.9,0.61,0.77,11.1,6,0.7189542483660131
10.4,0.44,0.86,9.9,3,0.7510917030567685
11.6,0.47,0.86,9.9,4,0.7497820401046207
8.8,0.685,0.47,9.4,5,0.431985294117647
7.6,0.665,0.51,9.3,5,0.47842401500938087
6.7,0.28,0.39,11.7,7,0.38537549407114624
6.7,0.28,0.39,11.7,7,0.38537549407114624
10.1,0.31,0.83,11.2,7,0.772093023255814
6.0,0.5,0.47,10.0,5,0.4304029304029304
11.1,0.42,0.77,12.1,7,0.7096774193548387
6.6,0.66,0.63,10.3,5,0.5650224215246636
10.6,0.5,0.72,10.9,6,0.6434316353887399
7.1,0.685,0.62,9.4,5,0.5698529411764706
9.9,0.25,0.83,10.6,6,0.7815442561205272
6.4,0.64,0.66,9.8,5,0.6105457909343202
6.4,0.64,0.66,9.8,5,0.6105457909343202
7.4,0.68,0.7,9.9,6,0.6493506493506492
6.4,0.64,0.66,9.8,5,0.6105457909343202
6.4,0.63,0.66,9.8,5,0.611111111111111
9.3,0.43,0.55,9.5,5,0.5069124423963134
9.3,0.43,0.55,9.5,5,0.5069124423963134
8.0,0.42,1.07,9.7,5,0.9907407407407407
9.3,0.36,0.73,10.9,6,0.6759259259259258
9.3,0.36,0.73,10.9,6,0.6759259259259258
7.6,0.735,0.71,11.7,7,0.6629318394024276
9.3,0.36,0.73,10.9,6,0.6759259259259258
8.2,0.26,0.78,11.3,7,0.7269338303821063
11.7,0.28,0.67,10.6,7,0.6356736242884251
6.8,0.56,0.82,11.2,6,0.7635009310986963
7.2,0.62,0.54,9.5,5,0.5013927576601672
5.8,1.01,0.6,11.5,6,0.5774783445620789
7.5,0.42,0.44,10.4,5,0.4123711340206186
7.2,0.62,0.53,9.7,5,0.4916512059369202
7.2,0.62,0.54,9.5,5,0.5013927576601672
7.2,0.635,0.54,9.7,5,0.5013927576601672
6.8,0.49,0.83,11.3,6,0.7749766573295985
6.9,0.51,0.84,11.2,6,0.7835820895522387
6.8,0.56,0.82,11.2,6,0.7635009310986963
7.6,0.63,0.64,10.9,6,0.5925925925925926
7.7,0.715,0.57,11.8,6,0.5357142857142856
6.9,0.56,0.57,10.6,5,0.5248618784530386
7.3,0.35,0.54,10.0,4,0.5060918462980319
9.1,0.21,0.58,11.1,7,0.5435801312089972
10.4,0.38,0.65,11.8,7,0.5887681159420289
8.8,0.31,0.79,11.8,7,0.7123534715960325
7.1,0.47,0.58,10.9,4,0.5435801312089972
7.7,0.715,0.57,11.8,6,0.5357142857142856
8.8,0.61,0.5,10.0,6,0.45703839122486284
7.2,0.6,0.55,9.5,5,0.5111524163568774
9.2,0.56,0.49,9.9,5,0.45454545454545453
7.6,0.715,0.65,11.4,6,0.6086142322097378
8.4,0.31,0.78,12.0,6,0.6532663316582915
7.2,0.6,0.55,9.5,5,0.5111524163568774
8.8,0.61,0.5,10.0,6,0.45703839122486284
8.9,0.75,0.64,10.5,5,0.5893186003683241
9.0,0.8,0.65,10.4,6,0.6001846722068329
10.7,0.52,0.79,12.1,7,0.7410881801125704
6.8,0.57,0.56,11.2,6,0.5223880597014926
10.7,0.9,0.68,9.3,5,0.6115107913669064
7.2,0.34,0.58,10.1,5,0.5415499533146592
7.2,0.66,0.57,9.7,5,0.5287569573283858
10.1,0.45,0.65,9.3,6,0.6007393715341959
7.2,0.66,0.57,9.7,5,0.5287569573283858
7.2,0.63,0.58,9.8,6,0.537037037037037
7.1,0.59,0.58,10.7,6,0.537037037037037
8.3,0.31,0.77,12.5,7,0.7142857142857143
7.1,0.59,0.58,10.7,6,0.537037037037037
8.3,0.31,0.77,12.5,7,0.7142857142857143
8.3,1.02,0.49,11.0,3,0.45202952029520294
8.9,0.31,0.69,11.8,5,0.6534090909090908
7.4,0.635,0.69,10.8,7,0.6388888888888888
7.4,0.635,0.69,10.8,7,0.6388888888888888
6.8,0.59,0.59,10.8,7,0.5566037735849056
6.8,0.59,0.59,10.8,7,0.5566037735849056
9.2,0.58,0.59,9.5,5,0.545790934320074
7.2,0.54,0.71,11.0,5,0.654981549815498
6.1,0.56,0.54,11.5,6,0.5004633920296572
7.4,0.52,0.59,10.8,6,0.5473098330241186
7.3,0.305,0.52,11.5,6,0.4910292728989613
9.3,0.38,0.57,13.2,6,0.5035335689045936
9.1,0.28,0.6,10.9,6,0.5385996409335726
10.0,0.46,0.62,12.2,6,0.5821596244131456
9.4,0.395,0.64,12.2,7,0.5850091407678245
7.3,0.305,0.52,11.5,6,0.4910292728989613
8.6,0.315,0.67,11.9,6,0.6209453197405005
5.3,0.715,0.61,11.0,5,0.5254091300602928
6.8,0.41,0.64,10.1,6,0.5904059040590406
8.4,0.36,0.72,11.0,6,0.666049953746531
8.4,0.62,0.89,11.8,6,0.8302238805970149
9.6,0.41,0.56,10.5,5,0.5132905591200734
8.4,0.36,0.72,11.0,6,0.666049953746531
8.4,0.62,0.89,11.8,6,0.8302238805970149
6.8,0.41,0.64,10.1,6,0.5904059040590406
8.6,0.47,0.8,11.2,5,0.7582938388625593
8.6,0.22,0.87,11.0,7,0.8176691729323308
9.4,0.24,0.9,10.2,6,0.8482563619227145
8.4,0.67,0.59,9.2,4,0.5397987191216834
8.6,0.47,0.8,11.2,5,0.7582938388625593
8.7,0.33,0.73,12.0,7,0.6867356538099718
6.6,0.61,0.73,10.5,5,0.6759259259259258
7.4,0.61,0.65,9.8,5,0.6052141527001862
7.6,0.4,0.59,9.5,6,0.5473098330241186
7.4,0.61,0.65,9.8,5,0.6052141527001862
6.6,0.61,0.73,10.5,5,0.6759259259259258
8.8,0.3,0.72,11.8,6,0.6792452830188679
8.8,0.3,0.72,11.8,6,0.6792452830188679
12.0,0.63,0.6,10.4,4,0.5602240896358543
7.2,0.38,0.72,12.9,7,0.6741573033707865
6.2,0.46,0.54,11.4,5,0.5032618825722275
9.6,0.33,0.76,12.4,7,0.7076350093109869
9.9,0.27,0.52,12.5,7,0.4805914972273567
10.1,0.43,0.64,10.0,7,0.586080586080586
9.8,0.5,0.6,9.7,7,0.5484460694698354
8.3,0.3,0.64,12.1,7,0.5871559633027522
10.2,0.44,0.79,11.1,7,0.7376283846872083
10.2,0.44,0.99,12.0,7,0.9065934065934065
8.3,0.28,0.62,12.4,7,0.5672461116193962
8.9,0.12,0.76,11.9,7,0.7069767441860465
8.9,0.12,0.76,11.9,7,0.7069767441860465
8.9,0.12,0.76,11.9,7,0.7069767441860465
8.3,0.28,0.62,12.4,7,0.5672461116193962
8.2,0.31,0.68,11.2,7,0.6427221172022685
10.2,0.34,0.69,12.1,7,0.6558935361216729
7.6,0.43,0.54,12.2,6,0.49907578558225507
8.5,0.21,0.67,10.4,5,0.6146788990825688
9.0,0.36,0.62,11.3,6,0.558055805580558
9.5,0.37,0.58,11.1,6,0.5330882352941175
6.4,0.57,0.71,11.3,7,0.6339285714285713
8.0,0.59,0.61,10.0,5,0.5601469237832875
8.5,0.47,0.85,11.1,6,0.8034026465028354
7.1,0.56,0.62,9.3,5,0.5751391465677179
6.6,0.57,0.69,9.5,5,0.6188340807174888
8.8,0.27,0.69,11.2,6,0.6272727272727272
8.5,0.47,0.85,11.1,6,0.8034026465028354
8.3,0.34,0.86,11.0,6,0.8075117370892019
9.0,0.38,0.58,11.9,7,0.5258386219401632
8.5,0.66,0.48,9.2,5,0.43755697356426615
9.0,0.4,0.6,12.2,6,0.5617977528089887
6.7,0.56,0.61,10.2,5,0.5653382761816497
10.4,0.26,0.87,10.9,6,0.8161350844277673
10.4,0.26,0.87,10.9,6,0.8161350844277673
10.1,0.38,0.65,11.6,7,0.5887681159420289
8.5,0.34,0.63,10.7,5,0.5838739573679333
8.8,0.33,0.62,12.1,7,0.5778191985088537
7.2,0.41,0.52,9.4,5,0.4801477377654663
7.2,0.41,0.52,9.4,5,0.4801477377654663
8.4,0.59,0.5,9.1,5,0.4508566275924256
7.0,0.4,0.49,11.3,7,0.46182846371347785
12.2,0.45,0.63,10.4,5,0.586046511627907
9.1,0.5,0.71,10.5,6,0.6666666666666666
9.5,0.86,0.62,10.0,5,0.5746061167747915
7.3,0.52,0.82,12.9,6,0.7663551401869158
9.1,0.5,0.71,10.5,6,0.6666666666666666
12.2,0.45,0.63,10.4,5,0.586046511627907
7.4,0.58,0.58,11.3,6,0.5451127819548871
9.8,0.34,0.55,11.4,7,0.5159474671669794
7.1,0.36,0.5,9.4,5,0.4629629629629629
7.7,0.39,0.49,9.4,5,0.44667274384685507
9.7,0.295,0.51,10.9,6,0.47530288909599255
7.7,0.39,0.49,9.4,5,0.44667274384685507
7.1,0.34,0.48,9.4,5,0.44362292051756
6.5,0.4,0.48,9.4,6,0.4460966542750929
7.1,0.34,0.48,9.4,5,0.44362292051756
10.0,0.35,0.43,9.4,5,0.39377289377289376
7.7,0.6,0.62,10.1,6,0.5746061167747915
5.6,0.66,0.63,12.8,7,0.5795768169273229
5.6,0.66,0.63,12.8,7,0.5795768169273229
8.9,0.84,0.48,9.1,6,0.45714285714285713
6.4,0.69,0.53,12.9,6,0.5023696682464456
7.5,0.43,0.72,11.5,7,0.6779661016949152
9.9,0.35,0.82,10.6,7,0.775047258979206
9.1,0.29,0.84,11.7,7,0.7902163687676388
6.8,0.36,0.55,12.8,7,0.5154639175257733
8.2,0.43,0.54,10.3,5,0.4995374653098983
6.8,0.36,0.55,12.8,7,0.5154639175257733
9.1,0.29,0.84,11.7,7,0.7902163687676388
9.1,0.3,0.84,11.7,7,0.7894736842105262
8.9,0.35,0.7,12.0,7,0.6306306306306305
9.6,0.5,0.68,10.9,5,0.6093189964157706
8.9,0.28,0.55,12.3,7,0.5154639175257733
8.9,0.32,0.55,10.4,6,0.5055147058823529
7.7,1.005,0.48,10.0,5,0.4355716878402903
7.5,0.71,0.58,10.0,6,0.531135531135531
8.0,0.58,0.58,11.2,6,0.5178571428571428
10.5,0.39,0.84,11.4,6,0.7813953488372093
8.9,0.38,0.75,12.6,7,0.7022471910112359
8.0,0.18,0.44,12.7,6,0.4194470924690181
8.0,0.18,0.44,12.7,6,0.4194470924690181
7.0,0.5,0.61,10.4,5,0.5658627087198516
11.3,0.36,0.53,11.9,6,0.4719501335707925
11.3,0.36,0.53,11.9,6,0.4719501335707925
7.0,0.51,0.54,10.5,5,0.5084745762711864
8.2,0.32,0.55,12.3,6,0.5009107468123861
7.7,0.58,0.56,10.5,7,0.5147058823529412
8.6,0.83,0.6,10.4,6,0.547945205479452
7.9,0.31,0.56,12.6,6,0.525328330206379
6.4,0.795,0.52,11.6,5,0.4882629107981221
7.2,0.34,0.54,10.1,6,0.5023255813953489
7.7,0.58,0.56,10.5,7,0.5147058823529412
7.1,0.59,0.55,11.5,7,0.5041246562786434
7.3,0.55,0.58,11.0,7,0.5306495882891125
8.1,0.82,0.53,9.6,5,0.4840182648401827
7.5,0.57,0.59,10.4,6,0.54178145087236
8.9,0.745,0.47,9.7,6,0.436397400185701
10.1,0.37,0.65,10.6,7,0.599078341013825
7.6,0.31,0.59,12.5,7,0.5452865064695008
